Train MSE (Top 20 DE),Validation MSE (Top 20 DE)
0.25934187,0.24227591
0.13022116,0.17047419
0.16256621,0.22651649
0.15003332,0.2178365
0.12649363,0.18797486
0.14146183,0.21287987
0.13409299,0.20232524
0.13464025,0.20503877
0.13836531,0.2102433
0.14115189,0.21468763
0.14065738,0.21463194
0.135408,0.20688102
0.134113,0.20392184
0.13509572,0.20789084
0.13059224,0.19906361
0.13944657,0.21162304
0.13569115,0.2076595
0.13047339,0.20037867
0.14285178,0.21639912
0.14034154,0.21212204
