Train Overall MSE,Validation Overall MSE
0.0041104574,0.005849976
0.0022847818,0.0029989504
0.0020340213,0.003231562
0.002077683,0.0032008134
0.0018916043,0.003129021
0.001842951,0.0031422705
0.001862115,0.0030994478
0.001849626,0.0032014675
0.0018699304,0.0031128917
0.0018518731,0.0031413161
